,age,csp,gen,td1,td2,td3,td4,s_p_ms_1,s_p_ms_2,s_p_ms_3,s_p_ms_4,s_p_ms_5,s_p_ms_6,s_p_ms_7,s_p_ms_8,s_p_ms_9,s_p_mm_1,s_p_mm_2,s_p_mm_3,s_p_mm_4,s_p_ss_1,s_p_ss_2,s_p_ss_3,s_p_ss_4,s_v_ms_1,s_v_ms_2,s_v_ms_3,s_v_ms_4,s_v_ms_5,s_v_ms_6,s_v_ms_7,s_v_ms_8,s_v_ms_9,s_v_mm_1,s_v_mm_2,s_v_mm_3,s_v_mm_4,s_v_ss_1,s_v_ss_2,s_v_ss_3,s_v_ss_4,n_p_ms_1,n_p_ms_2,n_p_ms_3,n_p_ms_4,n_p_ms_5,n_p_ms_6,n_p_ms_7,n_p_ms_8,n_p_ms_9,n_p_mm_1,n_p_mm_2,n_p_mm_3,n_p_mm_4,n_p_ss_1,n_p_ss_2,n_p_ss_3,n_p_ss_4,n_v_ms_1,n_v_ms_2,n_v_ms_3,n_v_ms_4,n_v_ms_5,n_v_ms_6,n_v_ms_7,n_v_ms_8,n_v_ms_9,n_v_mm_1,n_v_mm_2,n_v_mm_3,n_v_mm_4,n_v_ss_1,n_v_ss_2,n_v_ss_3,n_v_ss_4
259,26-35 ans,Professions intermédiaires,Femme,78,20,143,36,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,1,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,1,0,0,0,-1,-1,1,-1,1
260,26-35 ans,Cadres et professions intellectuelles supérieures,Homme,74,33,66,33,2,1,2,2,2,3,2,2,1,3,2,1,2,1,2,1,1,2,1,2,2,1,3,1,3,3,1,3,2,3,3,1,3,2,-1,1,0,-1,1,-1,1,-1,1,0,-1,0,1,1,1,0,0,-1,1,1,-1,1,-1,0,1,-1,0,-1,0,1,1,-1,-1,-1
261,36-45 ans,Employés,Femme,52,50,84,48,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,2,1,2,3,2,2,2,3,3,3,1,2,1,3,2,2,2,1,0,0,0,-1,1,-1,0,-1,1,0,0,-1,0,-1,1,-1,1,-1,-1,1,-1,0,-1,1,0,1,1,-1,-1,-1,1,-1,1
262,18-25 ans,"Élèves, étudiants",Femme,148,20,81,29,2,1,2,3,1,2,2,3,2,3,1,1,1,1,2,2,1,1,3,3,3,1,3,2,2,2,3,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,0,1,1,-1,1,-1,1,1,-1,-1,1
263,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,318,56,79,25,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,1,2,2,2,3,2,2,1,3,1,2,1,1,2,1,1,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,-1,1,-1,0,1,0,-1,1,0,1,-1,1,1,0,1,-1,1
264,18-25 ans,Employés,Femme,118,41,71,32,2,1,2,3,1,3,1,2,3,3,1,2,1,3,2,2,1,3,3,2,3,3,3,3,2,3,2,2,1,2,1,2,1,2,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,1,-1,1,-1,0,0,0,1,-1,0,1,0,-1,0,0,1,0,1,-1,1
265,56-65 ans,Cadres et professions intellectuelles supérieures,Homme,133,39,113,118,3,1,1,3,1,2,1,3,1,2,2,1,2,2,2,1,2,3,1,1,3,3,3,1,3,2,3,2,1,2,2,1,3,2,-1,0,1,0,1,-1,1,-1,1,-1,1,0,-1,1,1,0,-1,0,0,0,0,1,-1,-1,1,0,0,0,0,1,0,1,-1,1
266,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,38,24,44,24,2,1,1,3,3,3,2,3,1,3,2,0,1,2,0,1,2,2,2,3,3,2,2,2,2,1,1,1,2,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,1,0,0,-1,0,0,0,0
267,26-35 ans,Cadres et professions intellectuelles supérieures,Femme,150,88,83,45,1,2,1,2,2,3,2,2,3,3,1,1,2,1,2,1,1,2,1,2,2,2,2,3,1,3,3,1,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,-1,1,0,1,-1,1,0,0,1,-1,1
268,56-65 ans,Cadres et professions intellectuelles supérieures,Homme,74,33,54,38,1,1,2,2,3,3,1,2,2,2,2,0,1,3,1,2,2,2,2,1,2,1,3,2,3,1,2,3,2,1,1,2,1,2,0,1,0,0,-1,1,0,-1,0,1,0,0,-1,1,-1,1,-1,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,1,-1,0
269,18-25 ans,"Élèves, étudiants",Femme,109,44,73,29,2,1,1,3,2,2,2,3,2,3,2,0,1,2,1,2,1,2,3,1,3,1,3,1,2,2,1,2,2,3,3,3,3,2,1,-1,-1,1,-1,1,-1,0,-1,0,1,0,-1,-1,0,1,-1,0,-1,0,1,0,-1,1,-1,1,-1,1,-1,0,-1,1,0,0
270,18-25 ans,"Élèves, étudiants",Femme,86,162,35,28,3,1,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,1,1,3,2,2,2,1,3,1,2,2,2,3,3,2,1,3,1,-1,-1,1,-1,1,-1,0,0,1,0,1,-1,-1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,0,-1,1
271,18-25 ans,"Élèves, étudiants",Homme,62,36,207,20,2,2,1,2,2,1,2,1,2,2,1,3,1,1,2,3,3,2,1,2,3,3,3,3,3,1,2,2,1,1,1,2,1,2,0,1,-1,0,1,-1,0,0,1,1,-1,0,0,0,1,-1,1,1,-1,1,-1,1,1,-1,1,0,1,-1,1,-1,0,-1,-1,1
272,18-25 ans,"Élèves, étudiants",Femme,96,28,43,31,0,3,2,2,1,2,2,3,2,3,2,3,1,1,3,2,1,3,1,3,3,2,2,2,1,3,2,1,2,2,2,1,3,3,0,0,-1,1,0,-1,1,0,0,0,0,-1,1,-1,1,0,0,1,0,-1,-1,1,-1,1,-1,1,1,-1,0,0,-1,0,0,0
273,26-35 ans,"Élèves, étudiants",Femme,41,90,62,31,1,2,2,3,2,3,2,3,0,3,1,1,1,2,1,1,3,1,3,2,1,2,3,2,3,2,3,2,3,1,2,1,1,2,-1,-1,1,-1,-1,1,-1,1,0,-1,1,1,-1,1,-1,1,1,0,-1,1,0,0,1,-1,1,0,-1,1,1,0,-1,0,0,1
274,18-25 ans,"Élèves, étudiants",Femme,83,46,65,20,3,1,2,3,2,3,1,3,1,2,1,1,2,1,1,2,2,3,1,2,2,3,3,3,3,2,3,2,1,2,1,3,1,2,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,-1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,0
275,18-25 ans,"Élèves, étudiants",Femme,74,24,52,17,2,1,1,3,2,3,0,3,2,3,2,1,3,2,1,3,1,2,2,3,2,2,1,3,1,3,1,2,2,3,1,2,3,2,0,0,1,-1,0,1,0,-1,1,0,0,1,-1,1,-1,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,1,0,-1,1,0
276,18-25 ans,"Élèves, étudiants",Femme,75,29,272,25,1,1,2,1,3,2,1,2,0,2,1,1,3,3,2,1,2,1,2,2,3,2,2,3,3,2,3,1,1,2,3,1,2,1,-1,0,1,0,1,-1,1,0,0,-1,1,-1,1,1,1,-1,0,-1,-1,0,1,0,0,0,0,0,-1,1,0,0,-1,1,0,0
277,18-25 ans,"Élèves, étudiants",Femme,108,30,62,23,1,2,2,3,1,3,1,3,2,3,1,2,2,2,2,2,1,3,2,3,3,2,2,3,2,2,3,1,1,2,1,2,1,2,0,0,1,-1,0,1,-1,-1,0,0,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,1
278,18-25 ans,"Élèves, étudiants",Femme,66,121,93,25,2,1,2,2,2,2,1,2,2,3,2,2,1,1,2,3,2,2,2,2,2,3,1,2,3,2,1,2,3,1,2,2,3,3,1,-1,1,-1,1,-1,0,1,-1,0,0,0,1,0,0,-1,0,1,1,-1,0,0,1,1,-1,1,1,-1,1,-1,0,0,1,0
279,18-25 ans,"Élèves, étudiants",Femme,107,52,70,27,3,1,2,3,2,3,1,3,1,2,1,1,2,3,1,2,2,1,2,2,3,2,3,3,3,2,3,2,2,1,1,2,1,2,1,-1,-1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,0,0,0,1,-1,0,-1,1,1
280,18-25 ans,"Élèves, étudiants",Femme,52,31,43,24,1,2,3,2,1,2,1,2,1,3,1,1,3,1,1,3,1,2,1,2,2,2,2,2,1,1,3,3,2,3,2,3,3,2,1,1,-1,1,-1,1,1,-1,1,1,-1,0,0,-1,0,1,0,-1,-1,0,1,-1,1,-1,-1,1,-1,1,1,-1,-1,0,1,0
281,18-25 ans,"Élèves, étudiants",Femme,128,30,63,35,1,2,1,1,1,3,1,2,1,1,2,2,1,1,0,2,1,2,2,2,3,3,3,2,3,3,2,2,1,1,2,1,2,2,0,-1,1,0,0,0,-1,1,0,-1,1,0,0,0,0,-1,1,0,0,0,1,-1,1,1,-1,1,0,1,0,-1,0,0,1,-1
282,18-25 ans,"Élèves, étudiants",Femme,77,26,44,22,2,2,1,2,2,3,1,1,3,2,3,1,2,3,2,2,2,2,2,2,2,2,1,1,3,1,3,1,3,2,1,3,2,3,-1,0,0,0,0,-1,0,1,0,-1,0,-1,1,0,0,-1,1,0,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,0
283,46-55 ans,Professions intermédiaires,Femme,180,48,108,20,1,3,0,3,2,3,1,3,1,2,3,1,2,3,1,2,2,2,3,2,3,1,2,1,3,2,3,1,1,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,0,0,1,0,0,-1
284,26-35 ans,Cadres et professions intellectuelles supérieures,Femme,120,31,103,26,2,1,1,3,1,3,0,3,1,3,2,2,3,2,2,3,2,3,1,2,2,2,2,3,2,1,3,2,3,1,1,2,3,2,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,0,-1,1,0,1,-1,0,0,-1,-1,1,0,0,0,1,-1,-1
285,36-45 ans,Sans activité professionnelle,Homme,63,50,59,22,2,2,3,2,2,2,3,2,3,2,1,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,-1,1,-1,0,1,-1,0,1,-1,0,1,-1,0,-1,0,1,0,-1,1,-1,1,-1,1,-1,-1,-1,0,0,1,0,0,0,-1
286,26-35 ans,"Élèves, étudiants",Femme,200,76,168,22,0,3,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,3,1,2,3,2,1,3,3,2,3,3,2,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,-1,1,1,-1,1,-1,0,-1,1,-1
287,18-25 ans,"Élèves, étudiants",Femme,108,22,66,16,2,1,0,3,1,3,1,3,1,3,3,2,2,1,2,2,2,1,1,3,3,1,2,1,3,3,2,1,3,2,3,2,2,2,0,1,0,-1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,18-25 ans,"Élèves, étudiants",Homme,124,66,68,64,1,3,1,3,2,3,3,3,2,2,2,1,0,2,1,0,1,1,2,2,1,3,2,1,2,2,3,2,2,2,2,3,1,3,0,-1,0,1,0,1,-1,1,-1,-1,1,1,0,-1,1,0,-1,0,1,0,-1,0,-1,1,1,-1,1,-1,-1,1,1,-1,0,0
289,18-25 ans,"Élèves, étudiants",Homme,144,55,61,41,2,1,2,1,2,1,2,1,3,1,1,1,1,3,1,1,2,3,2,2,3,3,2,2,2,2,1,1,2,2,2,2,3,2,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,1,-1,-1,0,0,1,1,1,-1,0,-1,0,-1,1
290,18-25 ans,"Élèves, étudiants",Femme,105,26,84,27,2,1,1,3,1,3,1,3,2,3,2,2,2,2,2,2,1,1,2,3,3,2,2,2,2,1,3,2,1,2,2,1,1,3,0,-1,0,1,-1,1,0,-1,0,-1,1,0,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,1,0,-1,0
291,18-25 ans,"Élèves, étudiants",Femme,64,252,117,43,3,0,2,1,3,1,2,1,3,3,1,2,1,2,2,1,2,3,1,1,3,1,2,3,2,2,3,3,1,2,2,3,2,2,1,0,0,1,-1,1,0,1,-1,1,1,-1,1,0,-1,1,0,1,1,-1,1,0,1,-1,0,0,1,-1,1,-1,-1,1,-1,0
292,26-35 ans,"Élèves, étudiants",Homme,71,29,43,13,2,1,2,3,1,2,3,2,1,3,1,1,1,1,2,1,3,2,2,1,2,3,1,1,3,1,3,1,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,-1,1,1,0,-1,0,0,-1,1,0
293,18-25 ans,"Élèves, étudiants",Homme,50,53,91,47,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,1,3,1,3,2,3,1,3,2,2,3,2,2,3,2,2,2,0,0,0,-1,0,1,0,0,-1,0,-1,1,0,0,-1,1,-1,0,0,1,0,-1,1,0,-1,0,0,1,0,-1,1,-1,1,-1
294,18-25 ans,"Élèves, étudiants",Femme,68,25,48,17,0,3,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,3,1,2,2,2,2,3,3,1,3,1,3,1,3,2,1,3,0,1,-1,-1,1,-1,1,1,0,1,-1,0,1,0,0,0,1,1,0,-1,1,-1,1,-1,1,0,1,0,0,0,-1,1,-1,1
295,66-75 ans,Retraités,Femme,404,89,778,97,1,2,1,3,0,3,2,2,3,3,2,3,2,1,3,1,1,2,1,3,3,2,2,2,3,1,3,1,2,1,2,2,2,3,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,0,0,-1,0,-1,-1,1,-1,1,0,0,0,-1,1,1,1,0,-1,1,1,0,0
296,46-55 ans,Employés,Femme,77,32,74,61,2,2,1,2,0,3,1,2,1,2,1,3,1,1,2,2,1,2,2,2,1,3,2,2,2,2,3,1,2,2,3,3,3,1,0,1,-1,1,0,-1,1,-1,1,1,0,-1,0,0,1,0,0,1,1,0,0,-1,1,1,-1,1,1,0,-1,0,1,-1,1,0
297,66-75 ans,Retraités,Femme,246,67,161,55,3,1,3,3,1,3,1,3,1,2,0,2,2,2,2,2,2,3,1,2,2,2,3,1,3,2,3,1,1,2,3,1,2,2,-1,-1,1,-1,1,0,0,0,1,-1,0,1,0,1,-1,0,1,0,1,1,0,-1,-1,1,-1,1,1,1,-1,0,1,-1,-1,1
298,36-45 ans,Cadres et professions intellectuelles supérieures,Homme,55,31,62,20,3,1,1,3,2,3,1,3,2,2,2,1,2,2,1,2,1,3,2,1,2,3,1,2,1,3,3,1,3,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,1,0,-1,1,0,0,0,1,-1,1
299,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,127,638,147,173,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,2,1,3,3,2,3,1,3,1,3,1,2,3,3,1,2,2,-1,1,-1,1,0,-1,1,-1,1,0,0,-1,0,0,1,0,0,0,1,-1,1,-1,0,-1,1,0,1,0,-1,0,-1,1,-1,1
300,56-65 ans,Professions intermédiaires,Femme,170,301,147,76,1,2,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,2,2,3,3,3,3,1,3,3,3,1,1,2,2,2,2,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,0,-1,1,-1,1,-1,1,-1,1,1,-1,0,-1,1,0,0
301,18-25 ans,"Élèves, étudiants",Femme,30,20,54,21,2,0,3,2,2,3,1,3,1,2,1,1,2,3,2,2,2,3,1,2,2,3,3,2,2,3,3,2,1,2,2,2,1,1,0,0,-1,0,1,-1,1,-1,0,0,-1,0,0,-1,1,0,-1,1,0,0,-1,1,0,0,1,-1,1,-1,1,1,0,-1,0,0
302,18-25 ans,"Élèves, étudiants",Femme,50,15,48,23,1,1,0,3,2,3,1,1,1,2,3,1,2,1,1,2,2,2,2,2,2,2,2,1,3,3,3,3,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,1,-1,0,1,-1,0,0,0,0,0,-1
303,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,92,45,73,19,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,3,1,3,3,3,2,2,3,2,2,2,3,3,1,2,1,1,0,0,0,-1,1,0,0,-1,1,0,0,0,0,-1,1,-1,1,0,-1,1,-1,0,1,0,-1,1,0,-1,1,-1,0,1,-1
304,18-25 ans,"Élèves, étudiants",Femme,164,198,147,16,1,2,2,3,2,3,3,2,1,3,1,1,1,2,1,0,3,2,2,2,2,2,3,3,3,2,2,3,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,18-25 ans,"Élèves, étudiants",Femme,85,45,67,53,1,2,1,2,2,3,1,3,0,3,1,1,2,1,2,2,3,1,3,3,1,2,2,3,2,2,2,2,3,2,2,3,2,2,0,-1,1,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,-1,1,-1,0,1,0,-1,1,-1,1,1,-1,-1,-1,1,-1
306,18-25 ans,"Élèves, étudiants",Homme,99,49,60,25,2,1,2,2,3,2,2,1,2,1,2,1,1,1,1,2,1,2,1,3,2,2,2,2,1,2,2,2,2,1,3,3,2,1,1,1,-1,1,0,1,-1,1,0,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1
307,18-25 ans,"Élèves, étudiants",Femme,151,32,62,25,3,1,1,3,2,2,1,2,2,2,2,2,3,0,1,3,2,2,1,2,3,2,2,2,3,1,3,1,1,2,1,2,2,3,-1,1,-1,1,0,-1,0,1,0,-1,1,-1,1,0,1,-1,1,1,0,-1,0,0,0,0,1,-1,1,-1,0,1,-1,0,0,0
308,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,121,83,122,30,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,3,3,1,1,2,2,1,2,2,1,2,2,2,3,2,2,3,0,1,-1,1,-1,1,0,-1,1,1,0,0,-1,0,0,1,0,-1,1,-1,-1,1,-1,0,0,0,0,-1,1,0,0,1,-1,0
309,18-25 ans,"Élèves, étudiants",Femme,47,47,82,23,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,2,2,1,3,1,2,3,3,3,3,2,2,1,2,3,3,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,-1,1,0,-1,1,0,-1,1,0,0,-1,1,0,1,0,-1,1
310,18-25 ans,"Élèves, étudiants",Femme,72,176,77,39,3,0,1,3,1,3,1,3,1,3,2,2,2,1,2,2,2,3,1,1,2,3,3,3,3,3,3,3,2,1,2,2,1,1,-1,0,0,1,-1,1,0,-1,1,-1,1,0,-1,0,0,1,0,-1,1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,0
311,46-55 ans,Professions intermédiaires,Femme,122,98,69,49,1,2,1,3,2,3,2,2,1,1,2,1,2,1,1,1,1,3,2,3,2,3,2,2,2,2,2,1,2,2,1,2,3,2,-1,1,-1,1,-1,1,1,0,-1,0,1,-1,1,0,-1,1,-1,-1,1,-1,0,1,-1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1
312,18-25 ans,"Élèves, étudiants",Femme,61,29,41,25,3,1,2,1,2,2,1,2,1,2,1,2,1,3,1,1,1,2,2,1,2,3,1,3,2,2,3,1,2,2,1,2,3,1,0,1,-1,1,-1,0,-1,1,-1,1,0,-1,0,0,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,-1,1,1
313,18-25 ans,"Élèves, étudiants",Femme,80,48,51,22,2,1,2,2,1,3,1,2,1,3,0,2,1,1,1,2,1,3,3,2,2,3,3,2,3,2,2,3,1,2,1,3,2,2,0,0,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,0,0,0,1
314,18-25 ans,"Élèves, étudiants",Femme,102,174,46,43,2,1,2,3,2,3,2,3,1,3,1,1,1,1,1,1,2,2,2,2,3,2,2,3,3,3,2,1,2,1,3,3,1,1,-1,-1,1,-1,0,1,-1,-1,1,-1,1,1,-1,0,-1,1,0,0,-1,1,-1,1,-1,1,0,-1,-1,0,0,1,0,0,0,-1
315,18-25 ans,"Élèves, étudiants",Femme,78,29,48,13,1,1,3,2,1,2,2,3,2,2,1,1,1,2,1,0,1,2,3,3,2,1,2,1,3,2,2,2,3,2,2,3,2,1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,18-25 ans,"Élèves, étudiants",Femme,39,36,83,29,2,1,1,2,1,2,3,1,2,3,1,1,2,2,1,1,1,2,2,1,1,3,3,1,2,1,3,2,2,3,2,3,2,2,1,1,-1,-1,0,1,-1,1,0,1,-1,1,-1,1,-1,0,1,0,1,0,0,-1,0,1,1,-1,1,0,-1,1,1,-1,1,0
317,46-55 ans,Employés,Femme,163,257,110,77,2,0,3,2,1,1,2,2,1,2,1,2,2,3,1,1,1,3,1,3,3,2,3,2,2,2,2,1,3,1,2,2,2,2,1,0,-1,0,0,1,-1,1,0,1,-1,1,0,-1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1
318,18-25 ans,Professions intermédiaires,Femme,197,91,55,65,1,2,2,3,1,3,3,3,2,3,1,2,0,2,2,0,1,2,1,1,3,2,3,2,3,2,3,2,3,2,2,2,2,2,1,-1,1,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,18-25 ans,"Élèves, étudiants",Femme,83,64,49,22,2,3,2,3,1,1,3,2,1,1,1,0,1,1,2,2,1,2,2,3,1,2,2,2,3,1,2,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,1,0,0,0,-1,0,1,0,0,1,0
320,18-25 ans,"Élèves, étudiants",Homme,61,120,39,37,0,3,1,1,1,3,2,2,1,3,0,2,2,2,2,1,3,2,1,3,2,2,1,1,2,1,3,2,3,1,2,1,2,2,0,1,-1,1,0,-1,1,0,0,1,0,-1,1,0,1,0,0,0,-1,1,-1,1,-1,0,-1,1,-1,0,1,-1,0,1,-1,0
321,18-25 ans,"Élèves, étudiants",Femme,115,59,67,25,1,2,2,3,2,2,3,2,1,3,1,2,1,2,1,1,1,3,1,2,3,2,3,3,2,1,3,2,3,2,2,1,1,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,1,0,-1,0,-1,1,-1,1,1,-1,-1,0,1,-1,1,-1
322,18-25 ans,"Élèves, étudiants",Femme,152,19,103,26,2,2,1,3,1,2,1,1,2,2,2,3,2,1,2,1,3,2,2,3,3,2,3,1,2,2,2,1,1,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,-1,1,-1,0,0,0,1,-1,1,0
323,18-25 ans,"Élèves, étudiants",Femme,210,77,110,92,1,2,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,2,3,2,3,2,3,3,3,2,3,1,2,1,1,2,2,2,1,0,-1,1,-1,1,-1,0,0,1,0,0,-1,-1,0,0,0,1,1,0,-1,0,1,-1,1,0,1,-1,1,0,1,-1,-1,1
324,18-25 ans,"Élèves, étudiants",Femme,78,31,30,33,3,1,1,3,1,3,1,2,3,2,2,2,1,2,2,2,1,3,1,1,2,2,1,2,3,1,3,2,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,0,-1,1,0,0,1,0,-1
325,18-25 ans,"Élèves, étudiants",Femme,92,29,252,40,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,3,2,3,3,3,3,2,3,2,3,1,1,2,1,2,3,2,0,1,-1,1,0,-1,0,1,0,1,0,-1,1,0,1,-1,1,0,1,-1,1,1,-1,-1,1,-1,1,-1,0,1,0,1,-1,1
326,18-25 ans,"Élèves, étudiants",Femme,69,185,98,18,3,0,1,3,1,2,1,3,1,3,2,1,2,1,2,1,2,2,2,1,3,3,3,2,3,3,3,2,1,2,3,2,1,2,-1,0,0,1,0,-1,0,1,0,-1,1,-1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,18-25 ans,"Élèves, étudiants",Femme,167,49,206,65,3,1,3,1,3,2,1,3,1,2,2,1,2,2,2,1,2,2,2,3,3,1,2,3,1,2,2,1,2,2,2,2,3,3,0,0,0,-1,1,-1,1,-1,1,0,-1,1,-1,0,1,1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,1,0,1,-1,1,0
328,18-25 ans,"Élèves, étudiants",Homme,70,36,50,22,2,1,2,2,2,3,1,3,2,3,2,1,2,1,2,2,1,1,2,2,3,2,3,3,2,2,3,2,3,2,2,2,1,3,1,0,-1,0,0,0,1,-1,1,1,-1,0,-1,-1,0,1,0,-1,1,-1,-1,1,1,-1,0,0,1,-1,1,-1,1,0,-1,0
329,18-25 ans,"Élèves, étudiants",Femme,88,30,54,23,1,2,1,3,2,3,1,3,2,3,2,1,2,3,1,2,1,3,1,3,2,3,2,2,1,3,3,2,3,3,2,1,2,2,1,-1,0,1,-1,1,0,-1,0,0,1,0,-1,-1,-1,1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,-1,1
330,18-25 ans,"Élèves, étudiants",Femme,101,111,43,27,1,3,2,1,1,3,2,2,1,2,3,2,2,1,2,1,1,2,1,1,3,1,2,2,3,3,3,2,1,2,2,2,1,2,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,0,0,-1,0,1,-1,-1,1,1,-1,1,-1,0,-1,1,0
331,18-25 ans,"Élèves, étudiants",Femme,107,44,125,67,2,1,2,3,1,3,1,3,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,1,1,2,1,3,2,2,1,1,-1,0,-1,1,-1,0,1,1,-1,1,-1,0,-1,1,1,1,-1,1,0,0,1,-1,1,-1,0,1,1,-1,-1,0,-1,0
332,18-25 ans,"Élèves, étudiants",Homme,48,106,23,1527,3,1,3,2,1,2,3,2,1,2,1,1,1,2,1,1,1,2,3,3,2,3,2,3,2,1,2,1,2,2,1,2,3,1,-1,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,1,0,0,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,-1,0
333,18-25 ans,"Élèves, étudiants",Femme,114,132,157,147,3,0,2,3,2,3,1,2,3,3,1,1,1,2,1,2,1,3,1,3,3,2,3,3,3,2,3,1,2,1,2,1,2,2,1,0,-1,1,0,-1,0,1,0,1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0,0,0,1,-1,1,-1,0,-1,1,0,1
