,age,csp,gen,td1,td2,td3,td4,s_p_ms_1,s_p_ms_2,s_p_ms_3,s_p_ms_4,s_p_ms_5,s_p_ms_6,s_p_ms_7,s_p_ms_8,s_p_ms_9,s_p_mm_1,s_p_mm_2,s_p_mm_3,s_p_mm_4,s_p_ss_1,s_p_ss_2,s_p_ss_3,s_p_ss_4,s_v_ms_1,s_v_ms_2,s_v_ms_3,s_v_ms_4,s_v_ms_5,s_v_ms_6,s_v_ms_7,s_v_ms_8,s_v_ms_9,s_v_mm_1,s_v_mm_2,s_v_mm_3,s_v_mm_4,s_v_ss_1,s_v_ss_2,s_v_ss_3,s_v_ss_4,n_p_ms_1,n_p_ms_2,n_p_ms_3,n_p_ms_4,n_p_ms_5,n_p_ms_6,n_p_ms_7,n_p_ms_8,n_p_ms_9,n_p_mm_1,n_p_mm_2,n_p_mm_3,n_p_mm_4,n_p_ss_1,n_p_ss_2,n_p_ss_3,n_p_ss_4,n_v_ms_1,n_v_ms_2,n_v_ms_3,n_v_ms_4,n_v_ms_5,n_v_ms_6,n_v_ms_7,n_v_ms_8,n_v_ms_9,n_v_mm_1,n_v_mm_2,n_v_mm_3,n_v_mm_4,n_v_ss_1,n_v_ss_2,n_v_ss_3,n_v_ss_4
130,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:52.000000000,0 days 00:00:34.000000000,0 days 00:01:02.000000000,0 days 00:00:38.000000000,1,1,2,2,3,2,2,2,3,2,2,1,2,3,1,2,1,3,2,2,3,1,2,1,3,2,3,3,1,2,1,3,1,2,-1,0,1,-1,0,0,1,-1,1,-1,1,0,-1,1,-1,1,0,-1,1,-1,0,0,1,0,-1,0,0,-1,1,-1,0,0,1,-1
131,18-25 ans,"Élèves, étudiants",Autre,0 days 00:20:37.000000000,0 days 00:00:39.000000000,0 days 00:01:00.000000000,0 days 00:00:26.000000000,1,2,2,1,3,1,0,3,1,3,1,2,3,2,2,1,2,2,1,3,1,2,2,2,1,2,3,3,2,2,2,2,3,1,1,-1,0,1,-1,0,0,1,-1,0,1,-1,1,-1,-1,0,1,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0
132,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:55.000000000,0 days 00:00:36.000000000,0 days 00:00:56.000000000,0 days 00:00:39.000000000,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,1,3,3,1,1,1,2,2,3,1,2,3,2,3,1,3,1,1,-1,1,-1,-1,0,1,-1,1,0,-1,1,-1,1,-1,0,0,1,-1,0,0,-1,1,-1,-1,1,-1,-1,1,1,0,1,-1
133,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:27.000000000,0 days 00:01:12.000000000,0 days 00:02:33.000000000,0 days 00:00:25.000000000,3,0,1,3,1,3,1,3,1,3,2,2,2,1,2,2,2,2,1,2,3,2,2,2,3,3,3,2,3,1,2,2,3,1,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,1,0,-1,1,-1,-1,1,-1,1,1,0,-1,0,-1,1,0,1
134,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:23.000000000,0 days 00:01:06.000000000,0 days 00:00:41.000000000,0 days 00:00:41.000000000,2,1,2,2,2,3,2,3,1,3,2,1,1,1,2,1,2,2,2,2,2,3,3,1,2,3,3,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,-1,0,1,-1,0,1,0,1,-1,1,-1,0
135,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:45.000000000,0 days 00:01:45.000000000,0 days 00:00:24.000000000,0 days 00:00:27.000000000,2,1,1,2,1,3,1,2,2,3,1,2,1,2,1,2,2,2,2,3,2,1,3,3,2,3,1,3,3,2,2,1,2,1,1,1,-1,-1,1,0,-1,-1,1,1,-1,1,-1,0,0,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,0,0,1,0,0,0,0
136,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:32.000000000,0 days 00:00:29.000000000,0 days 00:01:03.000000000,0 days 00:00:15.000000000,3,0,1,3,1,2,1,3,1,3,2,1,2,1,2,1,2,3,2,2,2,2,3,1,2,1,2,1,3,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,-1,1,0,-1,1,-1,1,0,0,0
137,56-65 ans,Sans activité professionnelle,Homme,0 days 00:02:31.000000000,0 days 00:01:22.000000000,0 days 00:02:47.000000000,0 days 00:01:01.000000000,3,2,2,1,1,3,0,2,1,1,1,2,2,2,2,3,1,3,2,3,2,2,2,1,2,3,2,1,2,1,3,2,3,3,-1,1,1,-1,-1,0,0,-1,1,-1,1,-1,-1,1,-1,0,0,0,1,0,0,-1,0,1,-1,0,1,0,-1,0,1,-1,1,-1
138,56-65 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:01:05.000000000,0 days 00:00:37.000000000,0 days 00:00:58.000000000,0 days 00:00:26.000000000,2,1,2,3,2,3,2,3,1,3,1,1,1,3,1,1,2,3,1,3,2,2,3,1,2,2,3,1,1,1,3,2,2,2,-1,0,0,0,0,1,-1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,1,0,0,0,0,0,0
139,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:39.000000000,0 days 00:00:43.000000000,0 days 00:00:53.000000000,0 days 00:00:27.000000000,3,0,1,3,2,1,3,1,2,3,2,1,2,1,1,2,1,3,1,1,3,1,2,1,3,2,3,3,2,2,2,3,2,2,1,0,-1,0,-1,1,0,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,1,0,1,1,-1,1,-1,1,-1,1
140,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:19.000000000,0 days 00:00:35.000000000,0 days 00:01:24.000000000,0 days 00:00:37.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,1,1,3,3,1,3,1,2,2,2,1,2,1,3,2,3,2,1,0,0,0,-1,1,-1,1,0,1,0,0,0,0,-1,0,1,1,0,0,0,0,-1,1,0,0,1,0,-1,1,0,0,0,0
141,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:54.000000000,0 days 00:00:38.000000000,0 days 00:01:00.000000000,0 days 00:00:40.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,1,2,1,2,2,3,3,2,2,3,1,2,1,3,1,2,1,1,-1,0,1,-1,-1,1,-1,0,-1,1,-1,0,-1,1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,0,0,1,0,-1,0,0
142,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:12.000000000,0 days 00:04:16.000000000,0 days 00:00:42.000000000,0 days 00:00:39.000000000,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,1,2,3,3,1,3,1,3,2,3,1,3,2,3,2,3,2,0,0,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,0,1,-1,0,0,-1,0,1,-1,-1,1,0,0,-1,0,1,-1,1,-1,1
143,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:03.000000000,0 days 00:00:40.000000000,0 days 00:02:10.000000000,0 days 00:00:25.000000000,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,2,1,1,3,3,2,2,3,3,3,3,2,1,1,1,2,1,-1,0,0,1,0,-1,1,0,0,-1,1,-1,1,0,1,0,0,0,0,-1,0,1,1,-1,1,-1,0,-1,1,0,-1,1,-1,1
144,56-65 ans,Professions intermédiaires,Femme,0 days 00:04:45.000000000,0 days 00:03:12.000000000,0 days 00:01:59.000000000,0 days 00:00:22.000000000,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,2,1,1,2,2,2,2,3,2,3,3,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,56-65 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:03:18.000000000,0 days 00:01:02.000000000,0 days 00:02:05.000000000,0 days 00:01:02.000000000,3,1,2,3,2,2,2,1,2,2,1,2,3,1,1,2,3,3,2,1,3,1,3,2,3,1,3,2,3,1,1,2,2,2,1,0,-1,0,0,1,0,-1,0,1,-1,1,-1,-1,0,1,-1,1,-1,1,0,0,-1,1,-1,0,-1,1,-1,1,-1,0,1,-1
146,66-75 ans,Retraités,Femme,0 days 00:01:31.000000000,0 days 00:00:56.000000000,0 days 00:01:06.000000000,0 days 00:00:36.000000000,0,2,2,1,1,3,2,2,2,2,3,2,2,2,2,1,0,2,2,2,2,2,3,1,2,3,2,1,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,36-45 ans,Professions intermédiaires,Homme,0 days 00:03:38.000000000,0 days 00:00:46.000000000,0 days 00:02:01.000000000,0 days 00:00:26.000000000,1,2,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,3,2,1,3,1,2,3,3,2,3,2,1,2,1,3,2,1,0,1,0,0,0,-1,0,1,0,1,0,-1,1,1,0,-1,1,1,-1,0,1,0,-1,1,-1,1,0,1,-1,-1,-1,1,0,-1
148,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:23.000000000,0 days 00:00:28.000000000,0 days 00:00:47.000000000,0 days 00:00:32.000000000,2,2,2,3,3,3,2,2,2,2,1,0,2,2,0,1,2,3,1,3,2,3,2,2,3,2,2,3,3,2,2,2,1,2,1,1,-1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,-1,1,1,-1,1,0,1,0,-1,1,1,-1,1,-1,-1,1,1,-1
149,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:45.000000000,0 days 00:04:33.000000000,0 days 00:02:13.000000000,0 days 00:01:36.000000000,0,3,2,3,1,3,1,3,1,3,1,2,2,1,2,2,2,2,1,1,3,3,2,1,3,1,3,2,2,3,2,2,1,3,0,1,0,-1,0,1,-1,1,0,1,-1,1,0,1,-1,0,1,1,1,0,-1,0,0,0,0,0,1,-1,0,0,1,-1,0,0
150,plus de 75 ans,Retraités,Femme,0 days 00:02:31.000000000,0 days 00:01:42.000000000,0 days 00:08:37.000000000,0 days 00:02:07.000000000,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,1,3,2,3,2,1,2,3,2,3,1,2,2,2,2,1,1,-1,-1,1,-1,-1,1,0,-1,1,-1,1,1,-1,0,-1,1,-1,-1,1,1,-1,1,0,0,0,0,0,-1,1,0,1,-1,0,0
151,46-55 ans,Cadres et professions intellectuelles supérieures,Homme,0 days 00:01:28.000000000,0 days 00:00:46.000000000,0 days 00:00:40.000000000,0 days 00:00:30.000000000,1,3,1,3,2,3,2,2,1,2,2,1,2,2,1,1,3,2,3,3,3,2,3,1,3,1,3,2,1,2,1,2,2,3,-1,0,0,1,0,-1,1,-1,-1,-1,1,-1,0,0,1,0,-1,-1,0,1,0,-1,0,1,0,-1,-1,1,-1,1,1,-1,1,-1
152,56-65 ans,Retraités,Femme,0 days 00:01:55.000000000,0 days 00:05:58.000000000,0 days 00:03:17.000000000,0 days 00:01:10.000000000,1,2,1,2,1,3,1,2,3,3,1,2,1,3,1,2,1,2,1,3,3,2,3,3,3,1,3,2,1,2,2,2,1,3,0,-1,0,0,0,1,0,0,-1,-1,0,1,0,-1,0,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,0,1,-1,1,-1,1
153,18-25 ans,Employés,Femme,0 days 00:01:11.000000000,0 days 00:00:37.000000000,0 days 00:00:55.000000000,0 days 00:00:19.000000000,2,2,1,2,1,2,3,2,2,2,1,3,1,1,1,1,2,1,1,2,3,2,3,2,3,2,2,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,1,-1,1,-1,0,1,-1,0,-1,1,-1
154,56-65 ans,Professions intermédiaires,Homme,0 days 00:00:38.000000000,0 days 00:02:09.000000000,0 days 00:01:01.000000000,0 days 00:00:49.000000000,1,2,1,2,3,3,1,2,1,3,1,0,3,3,1,2,3,2,2,2,3,2,3,2,3,1,2,1,3,1,2,1,2,3,0,-1,0,1,-1,1,0,-1,0,-1,1,0,-1,-1,0,1,-1,-1,0,1,-1,0,1,-1,1,-1,-1,0,1,-1,1,-1,0,0
155,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:03.000000000,0 days 00:00:57.000000000,0 days 00:01:19.000000000,0 days 00:00:26.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,2,3,2,1,1,2,2,2,2,2,1,3,2,3,3,3,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0,-1,1,0,-1,1,-1,1,0,1,-1,-1,0,1,1,1,-1,1
156,66-75 ans,Retraités,Femme,0 days 00:04:33.000000000,0 days 00:04:23.000000000,0 days 00:03:37.000000000,0 days 00:01:04.000000000,1,2,2,3,2,2,2,1,2,3,1,2,1,2,1,2,1,1,1,2,3,1,2,2,3,2,2,1,3,2,1,2,1,1,0,1,-1,1,-1,0,1,0,0,1,0,-1,1,0,0,1,0,0,0,-1,1,0,0,-1,1,-1,0,0,0,0,-1,1,-1,0
157,66-75 ans,Retraités,Femme,0 days 00:01:16.000000000,0 days 00:00:24.000000000,0 days 00:00:51.000000000,0 days 00:00:25.000000000,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,2,1,3,2,2,2,2,1,3,3,2,2,3,2,3,2,0,-1,0,1,0,-1,0,1,0,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0
158,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:01:26.000000000,0 days 00:00:46.000000000,0 days 00:01:21.000000000,0 days 00:00:45.000000000,2,0,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,3,2,3,2,3,2,2,3,2,2,1,3,3,1,2,1,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0,0,0,-1,1,-1,0,1,0,-1,0,0,-1,1,-1,0,1,-1
159,36-45 ans,Employés,Femme,0 days 00:01:12.000000000,0 days 00:00:41.000000000,0 days 00:01:05.000000000,0 days 00:00:28.000000000,1,2,1,2,1,3,2,3,2,3,1,2,1,3,1,1,1,3,1,3,3,2,2,2,3,1,3,1,2,1,3,2,1,2,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,0,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1
160,46-55 ans,"Artisans, commerçants, chefs d'entreprise",Homme,0 days 00:02:58.000000000,0 days 00:00:40.000000000,0 days 00:01:23.000000000,0 days 00:00:29.000000000,3,1,3,3,2,2,1,2,2,2,0,2,1,2,1,1,2,2,2,2,3,2,2,3,3,3,3,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,-1,0,1,0,-1,0,0,0,1,-1
161,36-45 ans,Employés,Femme,0 days 00:03:26.000000000,0 days 00:00:54.000000000,0 days 00:01:34.000000000,0 days 00:00:18.000000000,1,1,3,2,1,2,3,2,3,2,1,1,1,2,1,1,1,3,1,3,2,2,2,2,3,2,3,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,-1,0,1,1,0,0,-1,1,0,1,-1,1
162,56-65 ans,Cadres et professions intellectuelles supérieures,Homme,0 days 00:01:25.000000000,0 days 00:00:16.000000000,0 days 00:00:51.000000000,0 days 00:00:15.000000000,1,1,1,3,2,1,1,1,2,2,2,3,2,2,1,2,3,1,3,3,2,2,2,2,1,2,3,2,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,56-65 ans,Sans activité professionnelle,Femme,0 days 00:02:32.000000000,0 days 00:01:16.000000000,0 days 00:02:21.000000000,0 days 00:00:28.000000000,1,2,1,1,3,2,1,3,1,3,0,1,2,3,2,1,2,2,1,2,3,1,2,3,2,2,2,3,2,1,2,2,2,3,0,-1,0,0,1,0,0,-1,0,-1,0,1,-1,-1,1,0,-1,0,0,0,1,-1,1,-1,0,1,0,1,0,-1,0,0,0,1
164,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:45.000000000,0 days 00:00:27.000000000,0 days 00:00:36.000000000,0 days 00:00:33.000000000,1,2,0,1,1,1,2,2,1,3,1,2,2,2,2,3,1,3,2,1,3,2,2,2,3,2,3,3,2,2,1,3,2,2,-1,1,0,-1,1,0,-1,0,0,1,-1,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,-1,1,0,0,0,-1,-1,0,0,1
165,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:00:47.000000000,0 days 00:00:26.000000000,0 days 00:00:59.000000000,0 days 00:00:18.000000000,3,2,2,1,2,1,3,2,1,1,1,1,1,2,1,2,1,2,1,3,3,2,2,2,2,1,3,2,3,2,2,1,2,3,-1,1,1,-1,1,-1,1,-1,1,-1,0,-1,0,1,0,1,-1,-1,0,1,-1,1,1,-1,-1,1,-1,0,1,-1,1,-1,-1,0
166,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:39.000000000,0 days 00:02:41.000000000,0 days 00:00:59.000000000,0 days 00:00:19.000000000,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,2,2,1,3,2,3,3,2,2,3,3,2,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,1,1,-1
167,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:58.000000000,0 days 00:00:35.000000000,0 days 00:01:32.000000000,0 days 00:00:25.000000000,2,1,2,2,2,2,1,2,2,3,2,2,1,3,2,3,2,2,1,3,2,2,2,1,3,2,3,1,3,2,3,3,3,2,0,1,0,-1,-1,1,0,0,-1,1,-1,1,0,1,-1,1,-1,1,1,-1,1,1,-1,0,1,-1,1,-1,0,1,-1,1,-1,0
168,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:36.000000000,0 days 00:00:28.000000000,0 days 00:00:59.000000000,0 days 00:00:34.000000000,1,1,2,3,1,3,2,2,1,2,1,2,0,1,2,1,1,2,2,3,2,3,3,2,2,2,3,3,1,3,1,2,1,1,0,-1,1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,-1,0,0,-1,0,1,0,-1,1,-1,1,-1,-1,1,0,1,1,-1,1,1
169,moins de 18 ans,"Élèves, étudiants",Homme,0 days 00:02:02.000000000,0 days 00:00:57.000000000,0 days 00:02:15.000000000,0 days 00:00:45.000000000,2,1,1,3,2,3,2,3,2,3,2,1,1,0,1,1,1,1,2,2,3,2,2,2,2,3,2,1,3,2,2,2,1,3,0,-1,1,-1,1,-1,1,0,-1,-1,0,0,1,0,1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1
170,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:20.000000000,0 days 00:02:42.000000000,0 days 00:00:54.000000000,0 days 00:00:58.000000000,2,1,2,2,3,3,2,3,2,3,2,0,1,3,1,1,1,3,1,3,2,1,1,3,1,2,3,2,1,2,2,3,2,2,-1,0,0,1,-1,1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,0,0,0,1,-1
171,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:19.000000000,0 days 00:00:17.000000000,0 days 00:00:38.000000000,0 days 00:00:16.000000000,2,0,1,3,1,1,1,2,2,2,2,2,1,1,2,2,2,3,2,1,1,3,2,2,2,2,2,1,3,1,2,3,1,2,0,0,0,-1,1,0,0,0,-1,0,-1,1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
172,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:22.000000000,0 days 00:00:56.000000000,0 days 00:00:53.000000000,0 days 00:00:16.000000000,2,1,2,1,2,1,2,1,1,3,1,1,3,3,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,26-35 ans,"Élèves, étudiants",Femme,0 days 00:02:42.000000000,0 days 00:07:58.000000000,0 days 00:01:56.000000000,0 days 00:00:58.000000000,1,2,1,3,2,3,1,3,2,3,2,1,2,3,1,2,1,1,1,2,2,1,3,1,1,3,2,2,3,1,3,2,3,3,-1,1,0,-1,1,-1,0,1,0,0,-1,0,1,1,0,-1,1,-1,1,1,0,0,-1,-1,1,1,0,1,-1,0,1,0,-1,1
174,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:02:28.000000000,0 days 00:00:50.000000000,0 days 00:01:27.000000000,0 days 00:00:43.000000000,2,3,2,1,1,1,2,1,2,1,3,2,3,1,2,3,1,1,2,1,3,2,2,2,2,1,3,2,2,2,2,3,3,3,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,1,-1,1,1,0,0,-1,0,1,1,-1,0,0,0,-1,1,0,0,-1,1,-1,0
175,56-65 ans,Retraités,Femme,0 days 00:02:27.000000000,0 days 00:03:43.000000000,0 days 00:01:46.000000000,0 days 00:00:52.000000000,3,0,1,2,2,2,1,2,2,3,1,2,1,1,2,1,2,2,2,1,3,1,3,2,3,2,3,3,3,2,3,3,2,1,1,0,0,-1,-1,1,-1,0,1,1,-1,-1,-1,0,-1,0,1,0,-1,1,1,0,1,0,0,0,-1,1,1,0,-1,1,1,0
176,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:54.000000000,0 days 00:00:20.000000000,0 days 00:01:07.000000000,0 days 00:00:25.000000000,3,0,1,3,1,3,1,2,1,3,2,2,1,1,2,2,3,2,2,1,3,2,3,2,3,2,2,2,1,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0
177,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:39.000000000,0 days 00:00:25.000000000,0 days 00:01:13.000000000,0 days 00:00:30.000000000,2,1,2,3,1,2,1,2,1,3,1,1,3,1,2,3,3,1,3,1,1,3,2,1,2,1,3,2,2,2,3,3,3,3,1,1,-1,1,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,-1,0,1,0,0,0,1,0,-1,1,0,-1,1,0,1
178,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:31.000000000,0 days 00:00:37.000000000,0 days 00:01:06.000000000,0 days 00:00:28.000000000,3,0,1,2,1,3,1,3,1,3,3,2,2,1,1,2,2,2,2,1,3,2,3,1,3,1,2,2,1,2,2,1,2,2,1,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,0,0,1,-1,0,1,-1,0,-1,1,-1,-1,1,-1,1,-1,0,-1,1
179,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:35.000000000,0 days 00:00:36.000000000,0 days 00:00:57.000000000,0 days 00:00:49.000000000,1,3,3,1,3,1,3,2,1,2,2,2,1,0,2,2,1,1,2,2,3,2,3,1,2,1,2,1,3,2,2,1,2,3,1,-1,1,-1,1,0,-1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1
180,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:56.000000000,0 days 00:00:56.000000000,0 days 00:01:10.000000000,0 days 00:00:22.000000000,1,1,3,2,1,3,1,3,1,2,1,2,2,2,1,2,2,2,2,1,3,2,3,1,3,1,2,3,1,2,1,2,2,3,0,0,0,1,-1,1,-1,1,0,0,1,-1,1,0,0,0,1,-1,1,-1,1,1,-1,0,-1,1,-1,0,0,-1,0,1,-1,1
181,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:37.000000000,0 days 00:00:43.000000000,0 days 00:00:50.000000000,0 days 00:00:43.000000000,2,3,2,2,1,3,1,3,1,1,2,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,1,0,0,0,-1,1,0,-1,1,1,0,0,-1,0,-1,1,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,-1,1,0,0
182,18-25 ans,Cadres et professions intellectuelles supérieures,Homme,0 days 00:01:37.000000000,0 days 00:00:38.000000000,0 days 00:00:41.000000000,0 days 00:01:16.000000000,3,0,2,2,2,3,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,2,3,2,1,0,-1,1,-1,1,0,1,-1,1,-1,0,1,-1,0,1,-1,1,-1,1,0,-1,-1,0,1,-1,0,1,-1,1,0,-1,-1,0
183,18-25 ans,Employés,Homme,0 days 00:00:34.000000000,0 days 00:00:38.000000000,0 days 00:00:43.000000000,0 days 00:00:14.000000000,1,2,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,3,2,3,3,3,2,2,2,2,2,2,1,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,0,0,-1,0,1,1,0,-1,0
184,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:25.000000000,0 days 00:00:56.000000000,0 days 00:01:18.000000000,0 days 00:00:25.000000000,2,1,1,3,2,2,1,3,1,3,2,2,2,2,1,3,2,2,1,2,2,2,1,2,3,3,3,3,3,3,1,3,2,1,-1,1,0,0,1,-1,-1,1,-1,0,0,0,1,1,1,-1,1,-1,0,0,1,0,1,-1,0,1,-1,1,1,-1,0,1,-1,1
185,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:01:50.000000000,0 days 00:00:58.000000000,0 days 00:01:10.000000000,0 days 00:00:31.000000000,2,1,1,3,2,3,1,3,3,3,2,1,2,2,1,2,0,3,1,3,1,3,2,2,1,2,2,2,2,2,2,3,2,3,1,1,0,-1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,0,1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,-1
186,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:22.000000000,0 days 00:00:27.000000000,0 days 00:00:45.000000000,0 days 00:00:42.000000000,2,2,1,3,1,2,2,2,1,2,2,3,2,1,2,2,1,1,3,2,2,2,2,2,2,1,3,2,2,2,3,1,2,3,-1,1,0,-1,0,1,-1,1,-1,0,-1,1,0,1,-1,0,0,0,1,-1,0,1,-1,0,0,1,1,-1,-1,0,0,1,-1,1
187,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:01.000000000,0 days 00:00:55.000000000,0 days 00:01:28.000000000,0 days 00:00:43.000000000,2,1,1,1,1,1,2,2,1,3,0,2,2,2,2,1,1,1,1,3,2,2,2,3,2,2,2,2,1,2,3,1,2,2,-1,0,1,-1,-1,1,-1,1,-1,-1,0,1,0,1,-1,1,0,1,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,0,1
188,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:18.000000000,0 days 00:00:48.000000000,0 days 00:00:54.000000000,0 days 00:00:26.000000000,1,2,2,3,2,3,1,2,1,3,1,1,1,2,1,2,3,3,2,2,2,1,3,2,2,2,2,3,3,3,2,1,2,2,-1,0,1,-1,1,-1,0,0,0,-1,-1,1,0,1,0,-1,0,-1,1,0,-1,1,0,0,0,1,-1,-1,1,0,1,0,0,1
