,age,csp,gen,td1,td2,td3,td4,s_p_ms_1,s_p_ms_2,s_p_ms_3,s_p_ms_4,s_p_ms_5,s_p_ms_6,s_p_ms_7,s_p_ms_8,s_p_ms_9,s_p_mm_1,s_p_mm_2,s_p_mm_3,s_p_mm_4,s_p_ss_1,s_p_ss_2,s_p_ss_3,s_p_ss_4,s_v_ms_1,s_v_ms_2,s_v_ms_3,s_v_ms_4,s_v_ms_5,s_v_ms_6,s_v_ms_7,s_v_ms_8,s_v_ms_9,s_v_mm_1,s_v_mm_2,s_v_mm_3,s_v_mm_4,s_v_ss_1,s_v_ss_2,s_v_ss_3,s_v_ss_4,n_p_ms_1,n_p_ms_2,n_p_ms_3,n_p_ms_4,n_p_ms_5,n_p_ms_6,n_p_ms_7,n_p_ms_8,n_p_ms_9,n_p_mm_1,n_p_mm_2,n_p_mm_3,n_p_mm_4,n_p_ss_1,n_p_ss_2,n_p_ss_3,n_p_ss_4,n_v_ms_1,n_v_ms_2,n_v_ms_3,n_v_ms_4,n_v_ms_5,n_v_ms_6,n_v_ms_7,n_v_ms_8,n_v_ms_9,n_v_mm_1,n_v_mm_2,n_v_mm_3,n_v_mm_4,n_v_ss_1,n_v_ss_2,n_v_ss_3,n_v_ss_4
248,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:26.000000000,0 days 00:00:28.000000000,0 days 00:01:10.000000000,0 days 00:00:13.000000000,2,2,2,1,2,2,2,1,1,2,3,2,3,0,3,2,2,1,2,1,3,2,2,1,2,2,1,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,18-25 ans,Sans activité professionnelle,Homme,0 days 00:01:29.000000000,0 days 00:00:57.000000000,0 days 00:00:58.000000000,0 days 00:00:45.000000000,3,1,1,3,1,2,3,1,3,2,2,1,2,2,2,1,2,2,2,2,3,1,3,2,1,2,2,2,3,2,2,2,2,3,-1,1,1,-1,1,0,1,-1,1,0,-1,1,0,1,-1,1,0,1,1,-1,0,0,1,-1,1,0,1,-1,1,-1,0,0,-1,1
250,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:36.000000000,0 days 00:00:52.000000000,0 days 00:01:15.000000000,0 days 00:01:03.000000000,1,2,2,2,2,3,2,2,2,3,2,1,2,2,2,1,2,1,1,3,3,2,2,2,3,2,2,1,2,2,3,1,2,3,1,-1,-1,1,0,0,0,1,-1,0,0,0,1,-1,1,0,-1,0,1,1,-1,1,-1,0,0,0,1,0,0,0,1,0,-1,0
251,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:21.000000000,0 days 00:00:36.000000000,0 days 00:01:03.000000000,0 days 00:00:27.000000000,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,3,3,2,2,3,2,3,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,-1,-1,1,1,-1,0,-1,1,-1,-1,1,-1,1,0,0,-1,1
252,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:32.000000000,0 days 00:01:01.000000000,0 days 00:01:27.000000000,0 days 00:00:25.000000000,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,3,1,2,3,2,3,2,2,2,3,3,2,1,1,1,2,2,0,0,1,1,-1,0,1,1,-1,0,1,-1,1,1,-1,1,-1,1,-1,0,-1,1,-1,1,0,-1,1,-1,1,1,-1,1,0,-1
253,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:01.000000000,0 days 00:00:30.000000000,0 days 00:01:00.000000000,0 days 00:00:17.000000000,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,3,2,1,3,2,2,3,2,2,3,2,3,2,1,2,2,1,-1,0,1,-1,1,-1,0,1,0,-1,0,0,1,1,0,-1,1,1,0,0,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0
254,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:53.000000000,0 days 00:00:32.000000000,0 days 00:00:45.000000000,0 days 00:00:27.000000000,1,2,1,1,2,2,1,2,2,3,2,2,3,3,3,1,2,3,1,2,3,2,2,3,3,3,2,2,2,1,3,2,2,1,0,1,0,-1,-1,1,0,0,1,1,-1,0,0,1,-1,1,1,1,0,0,0,-1,1,-1,1,-1,1,0,1,0,0,-1,0,0
255,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:00.000000000,0 days 00:00:28.000000000,0 days 00:00:42.000000000,0 days 00:00:22.000000000,1,0,2,3,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,3,2,2,1,2,2,2,1,1,2,3,1,0,0,0,1,-1,-1,1,-1,1,0,1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:29.000000000,0 days 00:00:32.000000000,0 days 00:00:25.000000000,0 days 00:00:14.000000000,2,0,3,2,2,1,2,3,2,2,1,1,1,3,0,1,1,2,2,3,2,2,2,2,1,1,3,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,-1,1,-1,0,-1,-1,0,1,1,-1
257,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:30.000000000,0 days 00:00:19.000000000,0 days 00:00:59.000000000,0 days 00:00:14.000000000,2,1,2,2,2,3,2,2,3,3,2,1,2,3,2,1,1,3,3,1,3,2,3,2,1,3,2,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:53.000000000,0 days 00:00:21.000000000,0 days 00:00:25.000000000,0 days 00:00:10.000000000,2,2,3,2,2,2,1,3,1,2,1,2,2,1,2,1,2,3,2,3,1,2,2,1,3,2,3,3,2,2,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,26-35 ans,Professions intermédiaires,Femme,0 days 00:01:18.000000000,0 days 00:00:20.000000000,0 days 00:02:23.000000000,0 days 00:00:36.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,1,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,1,0,0,0,-1,-1,1,-1,1
260,26-35 ans,Cadres et professions intellectuelles supérieures,Homme,0 days 00:01:14.000000000,0 days 00:00:33.000000000,0 days 00:01:06.000000000,0 days 00:00:33.000000000,2,1,2,2,2,3,2,2,1,3,2,1,2,1,2,1,1,2,1,2,2,1,3,1,3,3,1,3,2,3,3,1,3,2,-1,1,0,-1,1,-1,1,-1,1,0,-1,0,1,1,1,0,0,-1,1,1,-1,1,-1,0,1,-1,0,-1,0,1,1,-1,-1,-1
261,36-45 ans,Employés,Femme,0 days 00:00:52.000000000,0 days 00:00:50.000000000,0 days 00:01:24.000000000,0 days 00:00:48.000000000,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,2,1,2,3,2,2,2,3,3,3,1,2,1,3,2,2,2,1,0,0,0,-1,1,-1,0,-1,1,0,0,-1,0,-1,1,-1,1,-1,-1,1,-1,0,-1,1,0,1,1,-1,-1,-1,1,-1,1
262,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:28.000000000,0 days 00:00:20.000000000,0 days 00:01:21.000000000,0 days 00:00:29.000000000,2,1,2,3,1,2,2,3,2,3,1,1,1,1,2,2,1,1,3,3,3,1,3,2,2,2,3,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,0,1,1,-1,1,-1,1,1,-1,-1,1
263,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:05:18.000000000,0 days 00:00:56.000000000,0 days 00:01:19.000000000,0 days 00:00:25.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,1,2,2,2,3,2,2,1,3,1,2,1,1,2,1,1,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,-1,1,-1,0,1,0,-1,1,0,1,-1,1,1,0,1,-1,1
264,18-25 ans,Employés,Femme,0 days 00:01:58.000000000,0 days 00:00:41.000000000,0 days 00:01:11.000000000,0 days 00:00:32.000000000,2,1,2,3,1,3,1,2,3,3,1,2,1,3,2,2,1,3,3,2,3,3,3,3,2,3,2,2,1,2,1,2,1,2,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,1,-1,1,-1,0,0,0,1,-1,0,1,0,-1,0,0,1,0,1,-1,1
265,56-65 ans,Cadres et professions intellectuelles supérieures,Homme,0 days 00:02:13.000000000,0 days 00:00:39.000000000,0 days 00:01:53.000000000,0 days 00:01:58.000000000,3,1,1,3,1,2,1,3,1,2,2,1,2,2,2,1,2,3,1,1,3,3,3,1,3,2,3,2,1,2,2,1,3,2,-1,0,1,0,1,-1,1,-1,1,-1,1,0,-1,1,1,0,-1,0,0,0,0,1,-1,-1,1,0,0,0,0,1,0,1,-1,1
266,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:00:38.000000000,0 days 00:00:24.000000000,0 days 00:00:44.000000000,0 days 00:00:24.000000000,2,1,1,3,3,3,2,3,1,3,2,0,1,2,0,1,2,2,2,3,3,2,2,2,2,1,1,1,2,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,1,0,0,-1,0,0,0,0
267,26-35 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:02:30.000000000,0 days 00:01:28.000000000,0 days 00:01:23.000000000,0 days 00:00:45.000000000,1,2,1,2,2,3,2,2,3,3,1,1,2,1,2,1,1,2,1,2,2,2,2,3,1,3,3,1,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,-1,1,0,1,-1,1,0,0,1,-1,1
268,56-65 ans,Cadres et professions intellectuelles supérieures,Homme,0 days 00:01:14.000000000,0 days 00:00:33.000000000,0 days 00:00:54.000000000,0 days 00:00:38.000000000,1,1,2,2,3,3,1,2,2,2,2,0,1,3,1,2,2,2,2,1,2,1,3,2,3,1,2,3,2,1,1,2,1,2,0,1,0,0,-1,1,0,-1,0,1,0,0,-1,1,-1,1,-1,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,1,-1,0
269,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:49.000000000,0 days 00:00:44.000000000,0 days 00:01:13.000000000,0 days 00:00:29.000000000,2,1,1,3,2,2,2,3,2,3,2,0,1,2,1,2,1,2,3,1,3,1,3,1,2,2,1,2,2,3,3,3,3,2,1,-1,-1,1,-1,1,-1,0,-1,0,1,0,-1,-1,0,1,-1,0,-1,0,1,0,-1,1,-1,1,-1,1,-1,0,-1,1,0,0
270,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:26.000000000,0 days 00:02:42.000000000,0 days 00:00:35.000000000,0 days 00:00:28.000000000,3,1,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,1,1,3,2,2,2,1,3,1,2,2,2,3,3,2,1,3,1,-1,-1,1,-1,1,-1,0,0,1,0,1,-1,-1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,0,-1,1
271,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:02.000000000,0 days 00:00:36.000000000,0 days 00:03:27.000000000,0 days 00:00:20.000000000,2,2,1,2,2,1,2,1,2,2,1,3,1,1,2,3,3,2,1,2,3,3,3,3,3,1,2,2,1,1,1,2,1,2,0,1,-1,0,1,-1,0,0,1,1,-1,0,0,0,1,-1,1,1,-1,1,-1,1,1,-1,1,0,1,-1,1,-1,0,-1,-1,1
272,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:36.000000000,0 days 00:00:28.000000000,0 days 00:00:43.000000000,0 days 00:00:31.000000000,0,3,2,2,1,2,2,3,2,3,2,3,1,1,3,2,1,3,1,3,3,2,2,2,1,3,2,1,2,2,2,1,3,3,0,0,-1,1,0,-1,1,0,0,0,0,-1,1,-1,1,0,0,1,0,-1,-1,1,-1,1,-1,1,1,-1,0,0,-1,0,0,0
273,26-35 ans,"Élèves, étudiants",Femme,0 days 00:00:41.000000000,0 days 00:01:30.000000000,0 days 00:01:02.000000000,0 days 00:00:31.000000000,1,2,2,3,2,3,2,3,0,3,1,1,1,2,1,1,3,1,3,2,1,2,3,2,3,2,3,2,3,1,2,1,1,2,-1,-1,1,-1,-1,1,-1,1,0,-1,1,1,-1,1,-1,1,1,0,-1,1,0,0,1,-1,1,0,-1,1,1,0,-1,0,0,1
274,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:23.000000000,0 days 00:00:46.000000000,0 days 00:01:05.000000000,0 days 00:00:20.000000000,3,1,2,3,2,3,1,3,1,2,1,1,2,1,1,2,2,3,1,2,2,3,3,3,3,2,3,2,1,2,1,3,1,2,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,-1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,0
275,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:14.000000000,0 days 00:00:24.000000000,0 days 00:00:52.000000000,0 days 00:00:17.000000000,2,1,1,3,2,3,0,3,2,3,2,1,3,2,1,3,1,2,2,3,2,2,1,3,1,3,1,2,2,3,1,2,3,2,0,0,1,-1,0,1,0,-1,1,0,0,1,-1,1,-1,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,1,0,-1,1,0
276,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:15.000000000,0 days 00:00:29.000000000,0 days 00:04:32.000000000,0 days 00:00:25.000000000,1,1,2,1,3,2,1,2,0,2,1,1,3,3,2,1,2,1,2,2,3,2,2,3,3,2,3,1,1,2,3,1,2,1,-1,0,1,0,1,-1,1,0,0,-1,1,-1,1,1,1,-1,0,-1,-1,0,1,0,0,0,0,0,-1,1,0,0,-1,1,0,0
277,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:48.000000000,0 days 00:00:30.000000000,0 days 00:01:02.000000000,0 days 00:00:23.000000000,1,2,2,3,1,3,1,3,2,3,1,2,2,2,2,2,1,3,2,3,3,2,2,3,2,2,3,1,1,2,1,2,1,2,0,0,1,-1,0,1,-1,-1,0,0,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,1
278,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:06.000000000,0 days 00:02:01.000000000,0 days 00:01:33.000000000,0 days 00:00:25.000000000,2,1,2,2,2,2,1,2,2,3,2,2,1,1,2,3,2,2,2,2,2,3,1,2,3,2,1,2,3,1,2,2,3,3,1,-1,1,-1,1,-1,0,1,-1,0,0,0,1,0,0,-1,0,1,1,-1,0,0,1,1,-1,1,1,-1,1,-1,0,0,1,0
279,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:47.000000000,0 days 00:00:52.000000000,0 days 00:01:10.000000000,0 days 00:00:27.000000000,3,1,2,3,2,3,1,3,1,2,1,1,2,3,1,2,2,1,2,2,3,2,3,3,3,2,3,2,2,1,1,2,1,2,1,-1,-1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,0,0,0,1,-1,0,-1,1,1
280,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:52.000000000,0 days 00:00:31.000000000,0 days 00:00:43.000000000,0 days 00:00:24.000000000,1,2,3,2,1,2,1,2,1,3,1,1,3,1,1,3,1,2,1,2,2,2,2,2,1,1,3,3,2,3,2,3,3,2,1,1,-1,1,-1,1,1,-1,1,1,-1,0,0,-1,0,1,0,-1,-1,0,1,-1,1,-1,-1,1,-1,1,1,-1,-1,0,1,0
281,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:08.000000000,0 days 00:00:30.000000000,0 days 00:01:03.000000000,0 days 00:00:35.000000000,1,2,1,1,1,3,1,2,1,1,2,2,1,1,0,2,1,2,2,2,3,3,3,2,3,3,2,2,1,1,2,1,2,2,0,-1,1,0,0,0,-1,1,0,-1,1,0,0,0,0,-1,1,0,0,0,1,-1,1,1,-1,1,0,1,0,-1,0,0,1,-1
282,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:17.000000000,0 days 00:00:26.000000000,0 days 00:00:44.000000000,0 days 00:00:22.000000000,2,2,1,2,2,3,1,1,3,2,3,1,2,3,2,2,2,2,2,2,2,2,1,1,3,1,3,1,3,2,1,3,2,3,-1,0,0,0,0,-1,0,1,0,-1,0,-1,1,0,0,-1,1,0,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,0
283,46-55 ans,Professions intermédiaires,Femme,0 days 00:03:00.000000000,0 days 00:00:48.000000000,0 days 00:01:48.000000000,0 days 00:00:20.000000000,1,3,0,3,2,3,1,3,1,2,3,1,2,3,1,2,2,2,3,2,3,1,2,1,3,2,3,1,1,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,0,0,1,0,0,-1
284,26-35 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:02:00.000000000,0 days 00:00:31.000000000,0 days 00:01:43.000000000,0 days 00:00:26.000000000,2,1,1,3,1,3,0,3,1,3,2,2,3,2,2,3,2,3,1,2,2,2,2,3,2,1,3,2,3,1,1,2,3,2,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,0,-1,1,0,1,-1,0,0,-1,-1,1,0,0,0,1,-1,-1
285,36-45 ans,Sans activité professionnelle,Homme,0 days 00:01:03.000000000,0 days 00:00:50.000000000,0 days 00:00:59.000000000,0 days 00:00:22.000000000,2,2,3,2,2,2,3,2,3,2,1,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,-1,1,-1,0,1,-1,0,1,-1,0,1,-1,0,-1,0,1,0,-1,1,-1,1,-1,1,-1,-1,-1,0,0,1,0,0,0,-1
286,26-35 ans,"Élèves, étudiants",Femme,0 days 00:03:20.000000000,0 days 00:01:16.000000000,0 days 00:02:48.000000000,0 days 00:00:22.000000000,0,3,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,3,1,2,3,2,1,3,3,2,3,3,2,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,-1,1,1,-1,1,-1,0,-1,1,-1
287,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:48.000000000,0 days 00:00:22.000000000,0 days 00:01:06.000000000,0 days 00:00:16.000000000,2,1,0,3,1,3,1,3,1,3,3,2,2,1,2,2,2,1,1,3,3,1,2,1,3,3,2,1,3,2,3,2,2,2,0,1,0,-1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,18-25 ans,"Élèves, étudiants",Homme,0 days 00:02:04.000000000,0 days 00:01:06.000000000,0 days 00:01:08.000000000,0 days 00:01:04.000000000,1,3,1,3,2,3,3,3,2,2,2,1,0,2,1,0,1,1,2,2,1,3,2,1,2,2,3,2,2,2,2,3,1,3,0,-1,0,1,0,1,-1,1,-1,-1,1,1,0,-1,1,0,-1,0,1,0,-1,0,-1,1,1,-1,1,-1,-1,1,1,-1,0,0
289,18-25 ans,"Élèves, étudiants",Homme,0 days 00:02:24.000000000,0 days 00:00:55.000000000,0 days 00:01:01.000000000,0 days 00:00:41.000000000,2,1,2,1,2,1,2,1,3,1,1,1,1,3,1,1,2,3,2,2,3,3,2,2,2,2,1,1,2,2,2,2,3,2,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,1,-1,-1,0,0,1,1,1,-1,0,-1,0,-1,1
290,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:45.000000000,0 days 00:00:26.000000000,0 days 00:01:24.000000000,0 days 00:00:27.000000000,2,1,1,3,1,3,1,3,2,3,2,2,2,2,2,2,1,1,2,3,3,2,2,2,2,1,3,2,1,2,2,1,1,3,0,-1,0,1,-1,1,0,-1,0,-1,1,0,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,1,0,-1,0
291,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:04.000000000,0 days 00:04:12.000000000,0 days 00:01:57.000000000,0 days 00:00:43.000000000,3,0,2,1,3,1,2,1,3,3,1,2,1,2,2,1,2,3,1,1,3,1,2,3,2,2,3,3,1,2,2,3,2,2,1,0,0,1,-1,1,0,1,-1,1,1,-1,1,0,-1,1,0,1,1,-1,1,0,1,-1,0,0,1,-1,1,-1,-1,1,-1,0
292,26-35 ans,"Élèves, étudiants",Homme,0 days 00:01:11.000000000,0 days 00:00:29.000000000,0 days 00:00:43.000000000,0 days 00:00:13.000000000,2,1,2,3,1,2,3,2,1,3,1,1,1,1,2,1,3,2,2,1,2,3,1,1,3,1,3,1,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,-1,1,1,0,-1,0,0,-1,1,0
293,18-25 ans,"Élèves, étudiants",Homme,0 days 00:00:50.000000000,0 days 00:00:53.000000000,0 days 00:01:31.000000000,0 days 00:00:47.000000000,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,1,3,1,3,2,3,1,3,2,2,3,2,2,3,2,2,2,0,0,0,-1,0,1,0,0,-1,0,-1,1,0,0,-1,1,-1,0,0,1,0,-1,1,0,-1,0,0,1,0,-1,1,-1,1,-1
294,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:08.000000000,0 days 00:00:25.000000000,0 days 00:00:48.000000000,0 days 00:00:17.000000000,0,3,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,3,1,2,2,2,2,3,3,1,3,1,3,1,3,2,1,3,0,1,-1,-1,1,-1,1,1,0,1,-1,0,1,0,0,0,1,1,0,-1,1,-1,1,-1,1,0,1,0,0,0,-1,1,-1,1
295,66-75 ans,Retraités,Femme,0 days 00:06:44.000000000,0 days 00:01:29.000000000,0 days 00:12:58.000000000,0 days 00:01:37.000000000,1,2,1,3,0,3,2,2,3,3,2,3,2,1,3,1,1,2,1,3,3,2,2,2,3,1,3,1,2,1,2,2,2,3,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,0,0,-1,0,-1,-1,1,-1,1,0,0,0,-1,1,1,1,0,-1,1,1,0,0
296,46-55 ans,Employés,Femme,0 days 00:01:17.000000000,0 days 00:00:32.000000000,0 days 00:01:14.000000000,0 days 00:01:01.000000000,2,2,1,2,0,3,1,2,1,2,1,3,1,1,2,2,1,2,2,2,1,3,2,2,2,2,3,1,2,2,3,3,3,1,0,1,-1,1,0,-1,1,-1,1,1,0,-1,0,0,1,0,0,1,1,0,0,-1,1,1,-1,1,1,0,-1,0,1,-1,1,0
297,66-75 ans,Retraités,Femme,0 days 00:04:06.000000000,0 days 00:01:07.000000000,0 days 00:02:41.000000000,0 days 00:00:55.000000000,3,1,3,3,1,3,1,3,1,2,0,2,2,2,2,2,2,3,1,2,2,2,3,1,3,2,3,1,1,2,3,1,2,2,-1,-1,1,-1,1,0,0,0,1,-1,0,1,0,1,-1,0,1,0,1,1,0,-1,-1,1,-1,1,1,1,-1,0,1,-1,-1,1
298,36-45 ans,Cadres et professions intellectuelles supérieures,Homme,0 days 00:00:55.000000000,0 days 00:00:31.000000000,0 days 00:01:02.000000000,0 days 00:00:20.000000000,3,1,1,3,2,3,1,3,2,2,2,1,2,2,1,2,1,3,2,1,2,3,1,2,1,3,3,1,3,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,1,0,-1,1,0,0,0,1,-1,1
299,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:02:07.000000000,0 days 00:10:38.000000000,0 days 00:02:27.000000000,0 days 00:02:53.000000000,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,2,1,3,3,2,3,1,3,1,3,1,2,3,3,1,2,2,-1,1,-1,1,0,-1,1,-1,1,0,0,-1,0,0,1,0,0,0,1,-1,1,-1,0,-1,1,0,1,0,-1,0,-1,1,-1,1
300,56-65 ans,Professions intermédiaires,Femme,0 days 00:02:50.000000000,0 days 00:05:01.000000000,0 days 00:02:27.000000000,0 days 00:01:16.000000000,1,2,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,2,2,3,3,3,3,1,3,3,3,1,1,2,2,2,2,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,0,-1,1,-1,1,-1,1,-1,1,1,-1,0,-1,1,0,0
301,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:30.000000000,0 days 00:00:20.000000000,0 days 00:00:54.000000000,0 days 00:00:21.000000000,2,0,3,2,2,3,1,3,1,2,1,1,2,3,2,2,2,3,1,2,2,3,3,2,2,3,3,2,1,2,2,2,1,1,0,0,-1,0,1,-1,1,-1,0,0,-1,0,0,-1,1,0,-1,1,0,0,-1,1,0,0,1,-1,1,-1,1,1,0,-1,0,0
302,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:50.000000000,0 days 00:00:15.000000000,0 days 00:00:48.000000000,0 days 00:00:23.000000000,1,1,0,3,2,3,1,1,1,2,3,1,2,1,1,2,2,2,2,2,2,2,2,1,3,3,3,3,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,1,-1,0,1,-1,0,0,0,0,0,-1
303,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:01:32.000000000,0 days 00:00:45.000000000,0 days 00:01:13.000000000,0 days 00:00:19.000000000,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,3,1,3,3,3,2,2,3,2,2,2,3,3,1,2,1,1,0,0,0,-1,1,0,0,-1,1,0,0,0,0,-1,1,-1,1,0,-1,1,-1,0,1,0,-1,1,0,-1,1,-1,0,1,-1
304,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:44.000000000,0 days 00:03:18.000000000,0 days 00:02:27.000000000,0 days 00:00:16.000000000,1,2,2,3,2,3,3,2,1,3,1,1,1,2,1,0,3,2,2,2,2,2,3,3,3,2,2,3,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:25.000000000,0 days 00:00:45.000000000,0 days 00:01:07.000000000,0 days 00:00:53.000000000,1,2,1,2,2,3,1,3,0,3,1,1,2,1,2,2,3,1,3,3,1,2,2,3,2,2,2,2,3,2,2,3,2,2,0,-1,1,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,-1,1,-1,0,1,0,-1,1,-1,1,1,-1,-1,-1,1,-1
306,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:39.000000000,0 days 00:00:49.000000000,0 days 00:01:00.000000000,0 days 00:00:25.000000000,2,1,2,2,3,2,2,1,2,1,2,1,1,1,1,2,1,2,1,3,2,2,2,2,1,2,2,2,2,1,3,3,2,1,1,1,-1,1,0,1,-1,1,0,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1
