,i_p,notes_p,score_p,i_v,notes_v,score_v
129,8,5,1,4,4,2
129,6,5,3,2,4,3
129,3,3,1,5,5,2
129,1,3,1,10,5,4
130,10,2,1,8,4,4
130,1,1,1,1,3,3
130,3,1,2,6,4,3
130,8,3,2,9,3,4
130,5,2,3,3,3,1
130,9,2,2,4,3,2
130,4,2,2,7,4,1
130,6,3,2,5,4,3
130,2,1,3,2,3,3
130,7,3,2,10,3,2
131,9,4,1,9,4,3
131,8,5,2,2,5,1
131,5,4,2,3,5,3
131,3,4,1,6,4,1
131,4,5,3,10,5,4
131,10,3,1,1,4,3
131,2,3,0,4,5,2
131,1,3,3,7,4,1
131,7,5,1,8,5,2
131,6,4,2,5,4,4
132,6,1,2,2,3,2
132,1,3,1,6,3,1
132,3,4,2,5,5,4
132,10,1,3,9,4,5
132,4,4,2,4,4,1
132,2,3,3,3,4,1
132,8,2,1,7,3,1
132,9,2,3,8,5,2
132,5,3,2,10,4,4
132,7,2,1,1,3,1
133,8,4,3,6,4,2
133,1,5,0,7,5,1
133,2,5,1,8,5,3
133,5,5,3,2,3,3
133,9,4,1,5,5,2
133,3,4,3,10,4,4
133,6,5,1,1,3,2
133,10,5,3,3,4,4
133,4,4,1,9,3,5
133,7,4,0,4,5,2
134,6,3,2,9,3,3
134,2,3,1,6,5,2
134,3,3,2,7,3,2
134,5,3,2,2,4,3
134,7,3,2,8,4,4
134,10,3,3,1,5,4
134,4,3,2,5,4,1
134,1,3,3,4,4,3
134,8,3,1,10,5,4
134,9,3,2,3,4,4
135,6,3,2,2,3,3
135,2,4,1,10,3,4
135,3,5,1,1,4,4
135,4,4,2,8,3,2
135,9,3,1,5,4,1
135,8,4,3,7,3,3
135,1,4,1,9,4,5
135,5,3,2,4,3,2
135,10,2,2,6,5,3
135,7,4,1,3,3,1
136,2,5,3,1,5,4
136,7,5,0,5,4,2
136,8,5,1,10,5,3
136,4,5,3,2,5,2
136,10,5,1,6,4,3
136,1,5,2,9,5,4
136,6,5,1,3,5,1
136,5,5,3,4,5,2
136,9,5,1,7,4,1
136,3,5,1,8,5,4
137,9,4,3,7,3,3
137,5,1,2,1,3,3
137,7,2,2,6,5,3
137,3,4,1,8,5,2
137,4,3,1,10,5,3
137,8,2,3,2,4,2
137,1,2,0,4,4,1
137,2,2,2,5,5,2
137,6,1,1,3,4,4
137,10,2,1,9,4,3
138,10,2,2,9,2,3
138,8,1,1,7,2,1
138,4,1,2,5,2,4
138,1,1,3,1,2,3
138,7,1,2,4,5,2
138,5,1,3,6,2,3
138,9,5,2,3,5,1
138,6,1,3,2,2,3
138,3,5,1,8,5,2
138,2,1,1,10,2,2
139,2,3,3,9,3,4
139,7,5,0,5,5,1
139,8,5,1,7,4,1
139,4,4,3,3,3,4
139,10,4,2,10,5,1
139,3,3,1,6,5,2
139,9,4,3,2,3,1
139,5,4,1,1,2,4
139,6,5,2,8,4,3
139,1,3,0,4,4,5
140,2,3,2,4,4,1
140,6,4,1,5,5,1
140,8,4,1,7,5,3
140,4,4,3,1,5,4
140,10,4,1,8,5,2
140,1,3,3,3,5,4
140,7,4,2,10,4,2
140,5,3,3,9,5,3
140,9,4,1,6,5,2
140,3,4,1,2,5,2
141,2,2,2,6,3,1
141,4,4,1,5,4,2
141,8,1,1,3,4,1
141,6,1,3,2,4,2
141,3,3,1,4,4,3
141,1,2,3,1,3,3
141,7,1,2,7,4,3
141,5,3,3,10,3,2
141,9,1,1,8,5,2
141,10,1,1,9,3,3
142,2,3,3,6,5,1
142,7,3,0,5,5,2
142,8,3,2,8,5,4
142,5,4,3,1,4,3
142,9,1,1,7,4,1
142,3,4,3,3,5,4
142,6,2,2,10,4,2
142,4,5,3,9,3,5
142,10,1,1,4,5,2
142,1,3,0,2,5,2
143,4,4,2,10,5,2
143,2,3,1,8,5,1
143,10,3,2,7,5,1
143,3,3,3,3,3,4
143,6,4,1,9,3,5
143,7,4,3,4,4,2
143,1,3,2,6,5,3
143,9,4,3,1,3,4
143,5,4,2,5,5,3
143,8,4,1,2,4,3
144,2,5,3,9,5,2
144,8,5,0,8,5,1
144,7,5,2,7,5,1
144,10,5,3,5,5,2
144,4,5,1,10,5,3
144,5,5,3,4,5,2
144,9,5,2,2,5,2
144,6,5,3,6,5,3
144,3,5,1,3,5,2
144,1,5,0,1,5,2
145,2,3,3,7,4,3
145,8,4,1,10,5,4
145,4,4,2,1,3,2
145,9,3,3,9,4,4
145,5,3,2,3,4,2
145,10,3,2,8,4,3
145,3,4,2,6,3,2
145,7,4,1,2,5,3
145,6,3,2,5,4,1
145,1,3,0,4,4,2
146,7,2,0,10,3,2
146,8,2,2,5,3,2
146,5,2,2,8,3,3
146,3,2,1,2,3,2
146,9,2,1,7,3,2
146,10,2,3,4,3,5
146,4,2,2,9,3,2
146,2,2,2,1,3,3
146,6,2,2,6,3,3
146,1,2,3,3,3,4
147,1,4,1,9,4,5
147,10,4,2,4,5,2
147,8,5,2,7,4,1
147,5,5,3,3,4,3
147,9,5,1,6,5,1
147,3,5,3,10,5,2
147,6,4,2,5,4,4
147,2,4,3,1,5,4
147,7,5,1,8,3,3
147,4,5,2,2,4,3
148,6,1,2,5,3,3
148,4,4,2,2,4,1
148,9,5,2,3,5,3
148,1,3,3,6,1,3
148,8,3,3,9,2,3
148,2,3,3,7,2,2
148,7,3,2,4,5,3
148,10,4,2,8,5,4
148,3,5,2,1,3,4
148,5,2,1,10,4,2
149,1,3,0,2,1,2
149,2,3,3,7,4,1
149,7,5,2,5,5,1
149,10,5,3,6,5,3
149,4,3,1,8,1,4
149,3,3,3,1,1,4
149,6,5,1,10,1,2
149,5,3,3,9,1,4
149,9,5,1,3,1,1
149,8,5,3,4,1,2
150,8,5,2,1,4,2
150,10,3,1,9,3,3
150,2,1,2,7,4,2
150,9,3,3,6,5,3
150,5,2,2,8,2,3
150,3,1,3,4,4,1
150,6,5,1,5,4,2
150,7,5,3,3,4,4
150,1,1,2,10,4,3
150,4,2,1,2,4,1
151,1,5,1,1,4,4
151,3,4,3,10,3,3
151,6,4,1,7,3,3
151,7,4,3,9,4,5
151,2,5,2,4,4,2
151,4,5,3,2,3,3
151,10,4,2,5,3,1
151,5,5,2,6,4,3
151,8,4,1,8,4,2
151,9,3,2,3,3,2
152,4,3,1,2,3,2
152,7,3,2,6,3,1
152,10,2,1,5,3,4
152,2,2,2,1,1,4
152,6,2,1,8,3,2
152,5,2,3,10,3,3
152,9,3,1,7,3,3
152,3,3,2,9,2,5
152,8,3,3,4,4,1
152,1,2,2,3,4,1
153,4,1,2,2,4,1
153,2,1,2,3,4,2
153,9,1,1,8,1,2
153,10,1,2,5,4,4
153,7,1,1,1,1,4
153,6,1,2,10,3,3
153,1,1,3,7,3,2
153,8,1,2,4,5,5
153,5,1,2,9,1,3
153,3,1,1,6,3,2
154,6,4,1,2,2,2
154,5,4,2,4,1,2
154,3,3,1,7,1,2
154,9,3,2,6,2,3
154,2,4,3,8,1,2
154,7,3,3,5,1,4
154,1,4,1,1,3,2
154,10,4,2,3,1,4
154,8,3,1,9,2,2
154,4,3,2,10,1,3
155,8,4,2,6,5,2
155,3,3,1,2,2,2
155,1,3,1,4,3,5
155,5,4,3,9,3,2
155,9,3,1,8,2,1
155,7,4,3,7,4,1
155,2,3,2,3,2,2
155,4,4,3,1,3,4
155,10,3,1,10,3,2
155,6,4,1,5,5,1
156,2,4,1,4,5,1
156,10,4,2,5,5,1
156,7,5,2,7,5,2
156,5,4,3,6,4,3
156,9,5,2,3,5,1
156,1,4,2,2,5,3
156,6,4,2,10,5,4
156,4,5,1,1,4,4
156,8,5,2,8,5,2
156,3,5,1,9,4,5
157,7,4,2,10,4,4
157,5,4,1,1,3,2
157,1,3,2,3,3,1
157,6,3,3,7,4,3
157,3,4,2,9,3,3
157,8,4,3,6,4,2
157,2,3,1,2,3,3
157,10,3,3,8,4,3
157,4,4,2,4,3,1
157,9,4,1,5,4,2
158,9,5,2,2,5,1
158,1,3,0,3,5,4
158,2,3,2,9,5,3
158,6,5,2,6,3,3
158,4,3,1,8,5,2
158,8,5,2,10,3,3
158,5,3,2,7,3,2
158,10,5,2,4,5,3
158,3,3,2,1,5,4
158,7,5,1,5,3,3
159,6,3,1,9,2,4
159,8,5,2,5,3,1
159,3,4,1,7,3,3
159,1,3,2,1,2,4
159,9,5,1,8,5,2
159,10,3,3,10,3,3
159,4,4,2,4,4,2
159,2,3,3,6,2,3
159,7,5,2,3,5,1
159,5,3,1,2,3,3
160,3,5,3,1,4,3
160,6,5,1,4,4,2
160,7,5,3,7,5,2
160,2,5,3,2,4,3
160,8,5,2,5,5,2
160,10,5,2,10,4,2
160,5,5,1,8,4,3
160,1,5,2,6,5,3
160,4,5,2,3,4,4
160,9,5,1,9,4,2
161,3,4,1,9,4,4
161,2,4,1,5,2,1
161,10,4,3,7,4,3
161,4,4,2,10,2,2
161,6,4,1,8,4,3
161,7,4,2,2,3,2
161,5,4,3,4,2,2
161,9,4,2,6,2,3
161,1,4,3,3,3,2
161,8,4,2,1,4,2
162,1,4,1,4,4,1
162,10,4,1,3,4,4
162,6,4,1,9,4,4
162,8,4,3,5,4,2
162,2,4,2,8,4,3
162,4,4,1,2,4,2
162,7,4,1,7,4,2
162,9,4,1,6,4,1
162,3,4,2,10,4,4
162,5,4,1,1,4,3
163,2,4,1,2,1,3
163,10,4,2,8,1,1
163,7,3,1,7,1,2
163,4,3,1,4,1,5
163,8,3,3,9,2,2
163,1,4,2,1,1,3
163,6,4,1,6,2,3
163,5,4,3,3,1,2
163,9,3,1,5,1,2
163,3,3,1,10,2,3
164,2,4,1,9,4,4
164,10,3,2,5,5,2
164,8,5,0,3,4,1
164,7,5,1,7,4,3
164,9,3,1,10,4,4
164,3,5,1,1,4,3
164,4,5,2,4,4,2
164,6,4,2,6,4,3
164,1,4,1,8,3,3
164,5,4,1,2,5,3
165,7,5,3,4,5,3
165,2,1,2,1,1,2
165,9,2,2,9,1,4
165,4,3,1,3,5,3
165,3,2,2,6,1,2
165,5,3,1,2,4,3
165,1,1,3,8,5,2
165,8,5,2,10,3,2
165,10,1,1,5,2,1
165,6,4,1,7,3,2
166,3,5,2,9,5,3
166,7,5,1,6,3,2
166,6,5,2,7,3,1
166,4,5,3,3,3,4
166,10,5,1,10,3,3
166,1,5,3,2,4,3
166,8,5,2,5,3,4
166,5,5,3,1,5,3
166,9,5,2,4,3,3
166,2,5,1,8,4,2
167,1,2,2,6,2,2
167,6,2,1,7,4,1
167,8,4,2,8,5,4
167,3,4,2,1,2,2
167,5,3,2,3,3,2
167,10,2,2,5,4,2
167,7,4,1,10,3,2
167,4,4,2,9,3,5
167,9,4,2,4,5,2
167,2,2,0,2,3,2
